,f1,f2,f_screen,num_of_rows,screen_coef_mean,screen_coef_lower,screen_coef_upper,score_screen_mean,score_screen_lower,score_screen_upper,score_elim_mean,score_elim_lower,score_elim_upper
79,247.0,266.0,178.0,452.0,1.218259660431904,1.1125936748706156,1.3239256459931925,0.24125603864734294,0.2302886821693177,0.2522233951253682,0.2927536231884058,0.2806221540708767,0.3048850923059349
80,247.0,266.0,166.0,452.0,1.159711980373076,1.0593243235571117,1.2600996371890403,0.2534299516908212,0.2419531625182081,0.26490674086343435,0.2927536231884058,0.2806221540708767,0.3048850923059349
81,223.0,248.0,4.0,452.0,1.242633192282546,1.1350066447788552,1.3502597397862368,0.24975845410628017,0.23790246177564942,0.2616144464369109,0.30908212560386467,0.2969341350760358,0.32123011613169355
82,227.0,266.0,198.0,452.0,1.2200454351060597,1.1121658384664619,1.3279250317456575,0.24289855072463765,0.23108163374436028,0.25471546770491504,0.2950724637681159,0.2832858417104138,0.306859085825818
83,176.0,223.0,4.0,452.0,1.2305073529703585,1.1212400331356827,1.3397746728050344,0.252463768115942,0.2389210266434088,0.2660065095884752,0.3091787439613526,0.29825714762528927,0.3201003402974159
84,92.0,266.0,178.0,452.0,1.1425788559813783,1.0613193308660964,1.2238383810966602,0.29188405797101447,0.28150314319690745,0.3022649727451215,0.33265700483091787,0.3207996586181112,0.3445143510437245
85,137.0,147.0,269.0,452.0,1.631697836191632,1.20801406204749,2.055381610335774,0.08115942028985504,0.06870227101601514,0.09361656956369493,0.12714975845410625,0.11309013247359054,0.14120938443462197
86,177.0,189.0,228.0,452.0,1.6647674117125464,1.3872852909855438,1.942249532439549,0.11623188405797098,0.10414416742728677,0.1283196006886552,0.19014492753623183,0.17801589458050981,0.20227396049195384
87,177.0,189.0,268.0,452.0,1.5133365922644346,1.2894036298519116,1.7372695546769577,0.12724637681159418,0.11643211034661016,0.1380606432765782,0.19014492753623183,0.17801589458050981,0.20227396049195384
88,177.0,189.0,52.0,452.0,1.1548506872923348,1.0117871311209936,1.2979142434636757,0.16589371980676326,0.15584539695947547,0.17594204265405106,0.19014492753623183,0.17801589458050981,0.20227396049195384
89,177.0,189.0,269.0,452.0,1.3526144307423809,1.1430909089597168,1.562137952525045,0.1426086956521739,0.12948533781219357,0.15573205349215424,0.19014492753623183,0.17801589458050981,0.20227396049195384
90,177.0,189.0,75.0,452.0,1.2333118233546212,1.064399900198351,1.4022237465108913,0.15574879227053137,0.14425227143333272,0.16724531310773003,0.19014492753623183,0.17801589458050981,0.20227396049195384
91,177.0,189.0,247.0,452.0,1.2454585362894743,1.072289399378558,1.4186276732003906,0.15429951690821253,0.14258424836421565,0.1660147854522094,0.19014492753623183,0.17801589458050981,0.20227396049195384
92,75.0,90.0,92.0,452.0,1.1441353409332475,1.034453396115836,1.253817285750659,0.2375845410628019,0.22575516545012156,0.24941391667548227,0.27053140096618356,0.25800707314350474,0.28305572878886237
93,101.0,176.0,198.0,452.0,1.1067176532806144,1.0002108254798745,1.2132244810813544,0.22483091787439613,0.2136438832219177,0.23601795252687455,0.24763285024154583,0.23606771112497504,0.2591979893581166
94,75.0,101.0,176.0,452.0,1.214642818898359,1.1097178432866452,1.3195677945100723,0.22376811594202894,0.21353511431413486,0.23400111756992303,0.2707246376811594,0.2596752155163597,0.2817740598459591
95,75.0,101.0,227.0,452.0,1.2502153815922394,1.1385543404469438,1.3618764227375348,0.21748792270531397,0.2069013422521549,0.22807450315847305,0.2707246376811594,0.2596752155163597,0.2817740598459591
96,176.0,258.0,198.0,452.0,1.2386424647131533,1.113905927317733,1.3633790021085739,0.2035748792270531,0.1920958650727546,0.2150538933813516,0.2507246376811594,0.23954980653024335,0.26189946883207543
97,162.0,266.0,198.0,452.0,1.1872624823510856,1.0562183554105384,1.3183066092916327,0.2031884057971014,0.19079224185215032,0.21558456974205248,0.2396135265700483,0.22770437970483917,0.2515226734352574
98,99.0,223.0,92.0,452.0,1.1050934771909806,1.0106542744041331,1.1995326799778283,0.24859903381642512,0.2379534129983887,0.2592446546344615,0.273719806763285,0.2620067183227418,0.2854328952038282
99,162.0,266.0,278.0,452.0,1.2854881755162206,1.1447809827049358,1.4261953683275057,0.1876328502415459,0.1763591994624251,0.19890650102066673,0.2396135265700483,0.22770437970483917,0.2515226734352574
100,75.0,247.0,176.0,452.0,1.2436527578586496,1.1263615286221387,1.3609439870951603,0.22154589371980676,0.21026403424245407,0.23282775319715945,0.27420289855072466,0.2622482239968106,0.28615757310463874
101,7.0,75.0,278.0,452.0,1.2864221506459512,1.1553263912213037,1.417517910070599,0.20309178743961348,0.19199294871317713,0.21419062616604984,0.2598067632850241,0.2474600831618537,0.27215344340819453
102,17.0,206.0,168.0,452.0,1.1320160808302688,1.0208342999082165,1.243197861752321,0.22115942028985505,0.2097016564297461,0.232617184149964,0.2490821256038647,0.23746360032834918,0.2607006508793802
103,239.0,266.0,248.0,452.0,1.2281024336739215,1.102286124810729,1.3539187425371142,0.22483091787439613,0.21270192251759756,0.2369599132311947,0.2745893719806763,0.2611976244911002,0.2879811194702524
104,68.0,266.0,248.0,452.0,1.2568819681242793,1.140713129359652,1.373050806888907,0.22618357487922702,0.215071406735082,0.23729574302337206,0.2829951690821256,0.27068636960791453,0.2953039685563366
105,17.0,266.0,248.0,452.0,1.2625699702031845,1.1407839729330878,1.384355967473281,0.21342995169082127,0.20230957867488045,0.2245503247067621,0.2681159420289855,0.25616341154239497,0.280068472515576
106,206.0,266.0,166.0,452.0,1.188254386597397,1.075901007519117,1.3006077656756765,0.22280193236714976,0.21152401070184612,0.2340798540324534,0.2634782608695652,0.2518467507934445,0.27510977094568595
107,90.0,258.0,232.0,452.0,1.111241122294212,1.0043687183334487,1.2181135262549754,0.23748792270531405,0.22624992576502456,0.24872591964560353,0.2627053140096618,0.24981253313076315,0.27559809488856046
108,90.0,206.0,232.0,452.0,1.128968901850003,1.0257812407155436,1.2321565629844629,0.23748792270531396,0.22624667983408656,0.24872916557654137,0.26695652173913037,0.25514171206724645,0.2787713314110143
109,90.0,248.0,168.0,452.0,1.1534334315288013,1.0475353631546005,1.2593314999030023,0.24869565217391304,0.2368917092112029,0.2604995951366232,0.2856038647342995,0.272882537993069,0.29832519147553
110,90.0,266.0,168.0,452.0,1.193294897344246,1.08807016854032,1.2985196261481722,0.24589371980676325,0.23401620674367926,0.2577712328698472,0.29217391304347823,0.2804731887935407,0.30387463729341574
111,223.0,248.0,168.0,452.0,1.113432169165739,1.0228268316531222,1.2040375066783557,0.2785507246376811,0.26679411093919214,0.29030733833617006,0.30908212560386467,0.2969341350760358,0.32123011613169355
112,227.0,266.0,278.0,452.0,1.132511946113679,1.043158761179217,1.2218651310481412,0.2613526570048309,0.2511398991823164,0.2715654148273454,0.2950724637681159,0.2832858417104138,0.306859085825818
113,92.0,176.0,178.0,452.0,1.09335732603697,1.015927922469031,1.170786729604909,0.2829951690821256,0.2724590226700962,0.29353131549415495,0.3085990338164251,0.29820665952957853,0.3189914081032717
114,176.0,223.0,248.0,452.0,1.1008022516027303,1.0171715815246454,1.1844329216808152,0.2817391304347826,0.2702561997712502,0.293222061098315,0.3091787439613526,0.29825714762528927,0.3201003402974159
115,177.0,208.0,89.0,452.0,1.197364252129554,1.0167187899285128,1.3780097143305952,0.1354589371980676,0.12491987390376859,0.14599800049236658,0.16028985507246374,0.14843891039258136,0.1721407997523461
116,177.0,208.0,68.0,452.0,1.291526268065158,1.0875649808332035,1.4954875552971125,0.12579710144927533,0.11510680857397468,0.136487394324576,0.16028985507246374,0.14843891039258136,0.1721407997523461
117,189.0,191.0,125.0,452.0,1.3170983148426036,1.0812861892793268,1.5529104404058807,0.12367149758454105,0.1110167648687404,0.1363262303003417,0.15990338164251205,0.14740767006027236,0.17239909322475175
118,177.0,189.0,89.0,452.0,1.305935525106003,1.1245299143326741,1.4873411358793318,0.14714975845410627,0.13599701884959117,0.15830249805862137,0.19014492753623183,0.17801589458050981,0.20227396049195384
119,191.0,210.0,167.0,452.0,1.1760129827613897,1.0259992417776094,1.32602672374517,0.17652173913043476,0.16455779838763832,0.1884856798732312,0.20579710144927532,0.1933861646358724,0.21820803826267823
120,68.0,75.0,227.0,452.0,1.3019298631368204,1.1694572746620937,1.434402451611547,0.20676328502415459,0.19499900118540087,0.2185275688629083,0.26763285024154587,0.2555586551209498,0.27970704536214197
121,17.0,176.0,4.0,452.0,1.1177263014374232,1.0033812970572886,1.2320713058175576,0.2256038647342995,0.212176483239944,0.239031246228655,0.25062801932367146,0.23983948187812798,0.26141655676921494
122,176.0,210.0,4.0,452.0,1.1402002585087798,1.0217675917527538,1.258632925264806,0.22096618357487918,0.20820857989621938,0.23372378725353898,0.2504347826086956,0.23881139123738152,0.2620581739800097
123,162.0,266.0,248.0,452.0,1.1308682278560238,1.014952639375085,1.2467838163369624,0.21304347826086953,0.20173719785217326,0.2243497586695658,0.2396135265700483,0.22770437970483917,0.2515226734352574
124,167.0,206.0,248.0,452.0,1.1776069860081533,1.058684988531805,1.2965289834845015,0.21352657004830916,0.20173672932701553,0.2253164107696028,0.25004830917874393,0.2385391017516444,0.2615575166058435
125,239.0,266.0,178.0,452.0,1.2155091613426876,1.0946844217017382,1.336333900983637,0.22705314009661834,0.21550087089632147,0.2386054092969152,0.2745893719806763,0.2611976244911002,0.2879811194702524
126,239.0,266.0,196.0,452.0,1.3489028195165589,1.2014866395003738,1.496318999532744,0.20492753623188406,0.1924597091664146,0.2173953632973535,0.2745893719806763,0.2611976244911002,0.2879811194702524
127,206.0,266.0,198.0,452.0,1.1542921879879442,1.0446482087555309,1.2639361672203575,0.2293719806763285,0.2176611272630216,0.2410828340896354,0.2634782608695652,0.2518467507934445,0.27510977094568595
128,101.0,266.0,278.0,452.0,1.1798496939081815,1.0790749549674898,1.2806244328488734,0.23294685990338163,0.22276716364331306,0.2431265561634502,0.2738164251207729,0.2623517776434759,0.28528107259806995
129,7.0,90.0,168.0,452.0,1.185492872889748,1.0806242962606982,1.2903614495187978,0.23565217391304344,0.2242119361819379,0.24709241164414897,0.2781642512077294,0.2670140634443172,0.2893144389711416
130,90.0,248.0,4.0,452.0,1.1551770806856827,1.0494869844647405,1.260867176906625,0.24830917874396136,0.23660318623523247,0.26001517125269025,0.2856038647342995,0.272882537993069,0.29832519147553
131,223.0,266.0,168.0,452.0,1.1633246168690845,1.0713121139564952,1.2553371197816736,0.26666666666666666,0.25535131454118154,0.2779820187921518,0.30917874396135264,0.2978055041941143,0.320551983728591
132,92.0,248.0,178.0,452.0,1.1040973135843681,1.0218937406179702,1.1863008865507663,0.27516908212560387,0.26521482777020505,0.2851233364810027,0.30299516908212554,0.29136575285404803,0.31462458531020304
133,178.0,223.0,4.0,452.0,1.19113157510079,1.1033996637769097,1.2788634864246704,0.27449275362318837,0.2634745528556063,0.28551095439077046,0.3259903381642512,0.3150326910794007,0.33694798524910174
134,177.0,189.0,17.0,452.0,1.3837372588131451,1.1887727297230466,1.5787017879032437,0.13893719806763283,0.12812676975592993,0.14974762637933572,0.19014492753623183,0.17801589458050981,0.20227396049195384
135,177.0,189.0,206.0,452.0,1.183799786537201,1.0264292280716625,1.3411703450027395,0.16212560386473426,0.1508189927145613,0.17343221501490722,0.19014492753623183,0.17801589458050981,0.20227396049195384
136,68.0,210.0,227.0,452.0,1.402490642690899,1.242322287200008,1.5626589981817898,0.17671497584541063,0.16515987261285808,0.18827007907796317,0.2459903381642512,0.23389211525146156,0.2580885610770408
137,75.0,99.0,227.0,452.0,1.2215372706366088,1.0988513566764568,1.3442231845967607,0.19999999999999996,0.18930370241507635,0.21069629758492356,0.2429951690821256,0.23152391244789974,0.2544664257163514
138,90.0,159.0,167.0,452.0,1.183012033113836,1.0352187050335264,1.3308053611941457,0.18106280193236712,0.16866492375583889,0.19346068010889536,0.21236714975845408,0.20027411473723594,0.22446018477967222
139,68.0,176.0,4.0,452.0,1.1761238764862338,1.055013755951768,1.2972339970206994,0.22144927536231884,0.2081456763984785,0.23475287432615918,0.25884057971014496,0.24766751166331458,0.27001364775697534
