,f1,f2,f_screen,num_of_rows,screen_coef_mean,screen_coef_lower,screen_coef_upper,score_screen_mean,score_screen_lower,score_screen_upper,score_elim_mean,score_elim_lower,score_elim_upper
0,137.0,147.0,221.0,452.0,1.4571926485177502,1.089626015226344,1.8247592818091567,0.0813526570048309,0.06953549303865166,0.09316982097101013,0.11420289855072462,0.10152026076399362,0.1268855363374556
1,137.0,147.0,262.0,452.0,1.4991166811380605,1.1229364361065768,1.8752969261695445,0.07903381642512075,0.06766157111803636,0.09040606173220514,0.11420289855072462,0.10152026076399362,0.1268855363374556
2,137.0,147.0,167.0,452.0,1.4766947004144346,1.1079218157538364,1.8454675850750328,0.08019323671497582,0.06875522353447173,0.0916312498954799,0.11420289855072462,0.10152026076399362,0.1268855363374556
3,206.0,266.0,166.0,452.0,1.1861343215576594,1.0187100553006843,1.3535585878146346,0.15748792270531398,0.14513887151394655,0.1698369738966814,0.18473429951690817,0.17301463307038917,0.19645396596342718
4,172.0,176.0,198.0,452.0,1.1964886430926804,1.016263943101536,1.3767133430838252,0.1464734299516908,0.13474529926940523,0.15820156063397636,0.17314009661835747,0.16077454181470155,0.1855056514220134
5,162.0,176.0,198.0,452.0,1.1548993506029208,1.0001309027617193,1.309667798444122,0.169951690821256,0.157798295708278,0.182105085934234,0.19439613526570046,0.18212892399290592,0.206663346538495
